ID,dataset,sample_id,date,year,season,basin,lake_region,port,depth_m,depth_g,compartment,sci_name,species,species_group,length_mm,mass_g,d15n,d13c,d13c_norm,cn,trophic
461,csmi_2015,3-smsl-1-2,NA,2015,spring,north,nw,manitowoc,18,ns,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,73,4.681674123713354,11.01896031155659,-23.635656204816453,-23.128564006234893,3.796153846153846,consumer
462,csmi_2015,3-smsl-1-3,NA,2015,spring,north,nw,manitowoc,18,ns,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,75,5.086722883537208,10.950442297449321,-24.522330190741247,-23.851695270106326,3.902654867256637,consumer
463,csmi_2015,cmu-3-smss-1-1,NA,2015,spring,north,nw,manitowoc,18,ns,fishes,Cottus cognatus,slimy sculpin,slimy sculpin sm,33,0.4091078335745511,12.01457142857143,-21.25957142857143,-20.07298785085882,4.2816143497757855,consumer
464,csmi_2015,153-5048,NA,2015,spring,north,nw,manitowoc,18,ns,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,1.949691486507349,-24.060472560663175,-22.585760634268294,5.483610428305668,consumer
465,csmi_2015,cmu-3-alel-1-4,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,158,34.828195489270726,10.322666666666668,-24.986333333333334,-24.227663158733957,3.96249661521798,consumer
466,csmi_2015,3-lwf-1-4,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Coregonus clupeaformis,lake whitefish,lake whitefish,554,2064.810835836764,10.968012880010708,-23.918517494805062,-23.428353560378834,3.7854609929078014,consumer
467,csmi_2015,3-mus-1-4,NA,2015,spring,north,nw,manitowoc,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,7.744757782850044,-28.186620269586758,-26.395461800690395,4.658529789407587,consumer
468,csmi_2015,3-mus-1-5,NA,2015,spring,north,nw,manitowoc,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,7.917383038536531,-26.728652989480896,-24.985607440828026,4.446465810312999,consumer
469,csmi_2015,3-mus-1-6,NA,2015,spring,north,nw,manitowoc,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,7.0668140626557765,-27.75941689193021,-25.982356134496513,4.86215955768654,consumer
470,csmi_2015,5062,NA,2015,spring,north,nw,manitowoc,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,5.179698878970565,-26.43427468278723,-24.70094361825525,4.093761087919753,consumer
471,csmi_2015,5062,NA,2015,spring,north,nw,manitowoc,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,5.417454385354804,-26.191580394701756,-24.466258241676595,3.4139369021052124,consumer
472,csmi_2015,5062,NA,2015,spring,north,nw,manitowoc,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,5.11400031742788,-26.294644566164887,-24.565921295481445,3.5179905311335724,consumer
473,csmi_2015,3-mys-1-4,NA,2015,spring,north,nw,manitowoc,46,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,7.042550714031343,-24.9395866402052,-24.517471241282582,4.501619510384746,consumer
474,csmi_2015,5062,NA,2015,spring,north,nw,manitowoc,46,NA,benthic inverts,Oligochaeta,oligochaete,oligochaete,NA,0.001,10.255756524445172,-21.83746962571866,-20.255833128069945,4.0094113182780395,consumer
475,csmi_2015,5056,NA,2015,spring,north,nw,manitowoc,46,NA,pom,POM,pom,pom,NA,NA,2.735602636986922,-27.944501639037874,-27.944501639037874,8.646848574161465,b1
476,csmi_2015,5063,NA,2015,spring,north,nw,manitowoc,46,NA,pom,POM,pom,pom,NA,NA,2.085544334706364,-27.87347129782727,-27.87347129782727,8.229350246251013,b1
477,csmi_2015,cmu-3-rog-1-4,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Neogobius melanostomus,round goby,round goby sm,64.88641758313511,2.5023027519475054,9.475666666666667,-20.705333333333336,-20.002630630630634,3.924242424242424,consumer
478,csmi_2015,cmu-3-rog-1-5,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Neogobius melanostomus,round goby,round goby sm,40.84523703778969,0.6270654143818902,9.48657142857143,-21.862571428571428,-21.176184660123592,3.9132290184921756,consumer
479,csmi_2015,3-rog-1-6,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Neogobius melanostomus,round goby,round goby lg,80.75614649723182,4.81343382745112,9.458721021099615,-21.057212928393895,-20.211684473109344,4.0233644859813085,consumer
480,csmi_2015,3-smsl-1-4,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,69.16833730253856,3.9674870847102595,11.39278653558302,-24.140877766590535,-23.42619439846249,3.932369038311181,consumer
481,csmi_2015,3-smsl-1-5,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,71.90118153438411,4.468683570733818,10.95951085813999,-23.694497270243957,-22.717189968012722,4.119367353028946,consumer
482,csmi_2015,3-smsl-1-6,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,66.35842479597574,3.4931797155153155,12.287551190395606,-25.96089279033089,-24.485088448191213,4.52808798646362,consumer
483,csmi_2015,cmu-3-smss-1-4,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin sm,30.56611752510169,0.3233610120023583,11.93357142857143,-23.94557142857143,-23.096681703317383,4.025757575757576,consumer
484,csmi_2015,3-smss-1-5,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin sm,27.1062916438266,0.223627509720215,10.635012702553322,-23.733601405017886,-22.645054725518367,4.204046242774567,consumer
485,csmi_2015,3-smss-1-6,NA,2015,spring,north,nw,manitowoc,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin sm,33.63805027278095,0.433880970552007,12.063325399181034,-23.97404096321136,-23.19176525205162,3.9788557213930353,consumer
486,csmi_2015,153-5056,NA,2015,spring,north,nw,manitowoc,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,9.269863185294447,-30.598331946040503,-27.889005865947038,7.369090201509793,consumer
487,csmi_2015,cmu-3-alel-1-10,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,127.1060720165025,18.014569265793966,9.014666666666667,-25.097333333333335,-23.907565701861667,4.284181636726547,consumer
488,csmi_2015,cmu-3-alel-1-11,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,142.73129029435592,25.597240640682752,9.797666666666668,-24.738333333333333,-23.68826086001669,4.174367436743674,consumer
489,csmi_2015,3-alel-1-12,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Alosa pseudoharengus,alewife,alewife lg,195.36830770321092,66.26557446995923,9.491603744957423,-25.299863624690055,-23.98931901287082,4.38388969521045,consumer
490,csmi_2015,cmu-3-blol-1-10,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,186.98068389197235,69.15951494540418,12.644666666666668,-25.922333333333334,-24.384869356388087,4.5843495934959355,consumer
491,csmi_2015,cmu-3-blol-1-11,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,176.48322793208695,57.85136693771003,11.64057142857143,-25.080571428571428,-24.17543124165554,4.066232356134636,consumer
492,csmi_2015,3-blol-1-12,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Coregonus hoyi,bloater,bloater lg,215.19551581982773,106.771327338621,12.099906928722778,-25.441045560079278,-24.192727517265823,4.331945495836487,consumer
493,csmi_2015,5071,NA,2015,spring,north,nw,manitowoc,110,NA,benthic inverts,Chironomidae,chironomids,chironomids,NA,0.002,9.19913749024708,-30.0663090198876,-28.21312082223131,18.386368323140463,consumer
494,csmi_2015,cmu-3-dws-1-10,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,41.19343520618295,0.8082058530133093,11.544666666666668,-25.111333333333334,-24.167585035866704,4.094486934353092,consumer
495,csmi_2015,3-dws-1-11,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,50.72908680646063,1.531578025324391,12.134260111153413,-25.138831582342586,-24.387140550267524,3.9576856649395515,consumer
496,csmi_2015,3-dws-1-12,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,70.22578486348074,4.156660622159903,11.750886746742882,-24.752973722975796,-24.060026206574673,3.9176501442433778,consumer
497,csmi_2015,5071,NA,2015,spring,north,nw,manitowoc,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,9.792099584633783,-26.138912765385154,-24.41532864412744,4.2110585727454755,consumer
498,csmi_2015,5071,NA,2015,spring,north,nw,manitowoc,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,10.638404385354804,-26.763229102543917,-25.019042542159966,4.615642691646247,consumer
499,csmi_2015,5071,NA,2015,spring,north,nw,manitowoc,110,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,11.63000606208356,-27.45446689873206,-25.6874694910739,4.677378050625983,consumer
500,csmi_2015,3-mys-1-10,NA,2015,spring,north,nw,manitowoc,110,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,9.730059798111503,-24.94098921212874,-24.40322420715186,4.59196822463049,consumer
501,csmi_2015,3-mys-1-10,NA,2015,spring,north,nw,manitowoc,110,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,9.055469308272873,-25.121563155765404,-25.06893321962121,4.2353822055595005,consumer
502,csmi_2015,5071,NA,2015,spring,north,nw,manitowoc,110,NA,benthic inverts,Oligochaeta,oligochaete,oligochaete,NA,0.001,4.9178519266327845,-17.315454201844123,-15.883044213183265,4.332448497195425,consumer
503,csmi_2015,5064,NA,2015,spring,north,nw,manitowoc,110,NA,pom,POM,pom,pom,NA,NA,1.3061429933206123,-28.251539934244196,-28.251539934244196,8.22906054160248,b1
504,csmi_2015,5071,NA,2015,spring,north,nw,manitowoc,110,NA,pom,POM,pom,pom,NA,NA,2.551676320644643,-28.070969975761003,-28.070969975761003,8.851611127804444,b1
505,csmi_2015,3-smsl-1-10,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,74.67342741370592,5.0190310449465745,13.263932891424204,-27.028147977050434,-25.064557493993476,5.014979338842975,consumer
506,csmi_2015,3-smsl-1-11,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,66.69999489684791,3.5486748459415995,13.677056211776861,-26.420461801342253,-24.75589913227102,4.704848484848484,consumer
507,csmi_2015,3-smsl-1-12,NA,2015,spring,north,nw,manitowoc,110,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,80.20429268629344,6.250095775275691,13.782856086501322,-27.070757024428968,-25.138324591996536,4.980769230769231,consumer
508,csmi_2015,153-5064,NA,2015,spring,north,nw,manitowoc,110,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,10.215029407321412,-30.198878841506662,-28.26435759206658,6.061190882353105,consumer
509,csmi_2015,3-alg-2-1,NA,2015,summer,north,nw,manitowoc,2,ns,benthic algae,benthic algae,benthic algae,benthic algae,NA,NA,4.341842251400809,-22.704777670682333,-22.704777670682333,7.459827373358629,b2
510,csmi_2015,man2ca,NA,2015,summer,north,nw,manitowoc,2,ns,benthic inverts,Amphipoda,amphipod,amphipod,NA,0.005,4.846241637388458,-18.821547565118053,-17.339436495469155,5.839184710166812,consumer
511,csmi_2015,man24ch,NA,2015,summer,north,nw,manitowoc,2,ns,benthic inverts,Chironomidae,chironomids,chironomids,NA,0.002,4.062392406318942,-20.215918767184196,-18.687793447867115,3.9928469854502935,consumer
512,csmi_2015,man2cch,NA,2015,summer,north,nw,manitowoc,2,ns,benthic inverts,Chironomidae,chironomids,chironomids,NA,0.002,3.84862756504705,-18.6100035860829,-17.134873467742164,5.399759476427276,consumer
513,csmi_2015,manc2ha,NA,2015,summer,north,nw,manitowoc,2,ns,zooplankton,Hemimysis anomala,hemimysis,hemimysis adult,NA,0.001,7.280784714444234,-19.8903898931598,-20.580815160100038,3.7851774376499043,consumer
514,csmi_2015,man23-z,NA,2015,summer,north,nw,manitowoc,2,ns,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,5.545540450528361,-27.464143096378997,-26.909952017833213,4.60509570744709,consumer
515,csmi_2015,man22-z,NA,2015,summer,north,nw,manitowoc,2,ns,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,5.285645457689303,-26.831490679495463,-26.103444119848703,4.748783399439631,consumer
516,csmi_2015,man20-z,NA,2015,summer,north,nw,manitowoc,2,ns,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,5.420513945125585,-26.898086628646666,-26.68722796035538,4.345440277796095,consumer
517,csmi_2015,cmu-3-ras-2-14,NA,2015,summer,north,nw,manitowoc,5,ns,fishes,Osmerus mordax,rainbow smelt,rainbow smelt,13.73000416783708,0.03184839223009331,11.2208,-23.159714285714287,-22.497954796533726,3.8967219589257507,consumer
518,csmi_2015,cmu-3-ras-2-13,NA,2015,summer,north,nw,manitowoc,5,ns,fishes,Osmerus mordax,rainbow smelt,rainbow smelt,68.43514564258778,2.4751790515378085,11.4328,-23.42571428571429,-22.816608896810653,3.861892208553017,consumer
519,csmi_2015,cmu-3-sps-2-15,NA,2015,summer,north,nw,manitowoc,5,ns,fishes,Notropis hudsonius,spottail shiner,spottail shiner,29.207059172955848,0.2123131577049605,12.284857142857144,-23.183142857142858,-22.573817703768626,3.8620362848632546,consumer
520,csmi_2015,cmu-3-sps-2-14,NA,2015,summer,north,nw,manitowoc,5,ns,fishes,Notropis hudsonius,spottail shiner,spottail shiner,67.38996990968687,2.907389190898134,10.361857142857144,-19.668142857142858,-18.87668029591123,3.985258964143426,consumer
521,csmi_2015,cmu-3-sps-2-13,NA,2015,summer,north,nw,manitowoc,5,ns,fishes,Notropis hudsonius,spottail shiner,spottail shiner,75.941687918912,4.225743861246362,10.817857142857143,-20.45114285714286,-19.63632048066266,4.001633986928105,consumer
522,csmi_2015,3-cra-2-1,NA,2015,summer,north,nw,manitowoc,18,ns,benthic inverts,Cambaridae,crayfish,crayfish,NA,4.6,9.767465498473088,-22.22608180131633,-20.631621101872888,3.7957249177030725,consumer
523,csmi_2015,3-cra-2-2,NA,2015,summer,north,nw,manitowoc,18,ns,benthic inverts,Cambaridae,crayfish,crayfish,NA,4.6,11.273636898738946,-22.98565761074133,-21.366130909586865,3.7280752548714156,consumer
524,csmi_2015,3-cra-2-3,NA,2015,summer,north,nw,manitowoc,18,ns,benthic inverts,Cambaridae,crayfish,crayfish,NA,4.6,10.232240882499687,-22.332379760504693,-20.73441122840804,3.7105608073653067,consumer
525,csmi_2015,3-mys-2-1,NA,2015,summer,north,nw,manitowoc,18,ns,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,8.442285716143516,-25.58093465551538,-24.36205276512318,5.207515241570008,consumer
526,csmi_2015,5474,NA,2015,summer,north,nw,manitowoc,18,ns,pom,POM,pom,pom,NA,NA,0.5389772520593394,-25.58065187593291,-25.58065187593291,8.12199921528382,b1
527,csmi_2015,5478,NA,2015,summer,north,nw,manitowoc,18,ns,pom,POM,pom,pom,NA,NA,1.0542093786387676,-26.934013147160503,-26.934013147160503,7.699588045064866,b1
528,csmi_2015,5480,NA,2015,summer,north,nw,manitowoc,18,ns,pom,POM,pom,pom,NA,NA,0.268873242505868,-27.446429287784518,-27.446429287784518,7.587935933600073,b1
529,csmi_2015,cmu-3-smsl-2-1,NA,2015,summer,north,nw,manitowoc,18,ns,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,68.40892903236215,3.8352728819985926,11.369800000000001,-21.4708,-20.36364232365145,4.218554638659666,consumer
530,csmi_2015,3-smsl-2-2,NA,2015,summer,north,nw,manitowoc,18,ns,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,44.96851801282296,1.0578627522067945,11.906248494866821,-23.0389079800107,-22.4439079800107,3.8526672311600336,consumer
531,csmi_2015,3-smsl-2-3,NA,2015,summer,north,nw,manitowoc,18,ns,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,54.326477619401786,1.8901029100249733,11.83995556026023,-22.896497789131658,-22.235711979480694,3.896072186836518,consumer
532,csmi_2015,cmu-3-smss-2-1,NA,2015,summer,north,nw,manitowoc,18,ns,fishes,Cottus cognatus,slimy sculpin,slimy sculpin sm,36.81487143055031,0.5723892840191568,10.732857142857142,-21.82557142857143,-20.69444750926307,4.237385936661299,consumer
533,csmi_2015,63-5474,NA,2015,summer,north,nw,manitowoc,18,ns,zooplankton,Zooplankton63,zooplankton63,zooplankton63,NA,1e-7,5.984969134477365,-31.214996929943627,-27.921688715774682,8.800369936383893,consumer
534,csmi_2015,3-cra-2-6,NA,2015,summer,north,nw,manitowoc,46,NA,benthic inverts,Cambaridae,crayfish,crayfish,NA,4.6,11.342740857342712,-25.12809183365831,-23.437864803147583,3.6516630167722064,consumer
535,csmi_2015,3-cra-2-5,NA,2015,summer,north,nw,manitowoc,46,NA,benthic inverts,Cambaridae,crayfish,crayfish,NA,4.6,9.544412449081017,-21.650070172249496,-20.07461785656526,3.7049472509245134,consumer
536,csmi_2015,3-cra-2-4,NA,2015,summer,north,nw,manitowoc,46,NA,benthic inverts,Cambaridae,crayfish,crayfish,NA,4.6,8.933508499402842,-20.074734655515385,-18.551268411883377,3.7125974987831345,consumer
537,csmi_2015,cmu-3-dws-2-4,NA,2015,summer,north,nw,manitowoc,46,NA,fishes,Myoxocephalus thompsonii,deepwater sculpin,deepwater sculpin,56.72380040912752,2.1580402130529546,11.648714285714288,-24.147857142857145,-23.13198573161574,4.148334531512101,consumer
538,csmi_2015,5488,NA,2015,summer,north,nw,manitowoc,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,8.649988222433418,-24.099938646672086,-22.443640671331906,4.21538174987215,consumer
539,csmi_2015,5488,NA,2015,summer,north,nw,manitowoc,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,7.990797592128569,-25.83728496766331,-24.123654563730422,3.9951304046406553,consumer
540,csmi_2015,5488,NA,2015,summer,north,nw,manitowoc,46,NA,dreissenids,Dreissena,dreissena,dreissena,NA,0.035,5.311416549797971,-26.582451421917156,-24.84423052499389,3.9811032419825594,consumer
541,csmi_2015,3-mys-2-4,NA,2015,summer,north,nw,manitowoc,46,NA,zooplankton,Mysis diluviana,mysis,mysis,NA,0.005,7.813692728370512,-25.88385108916431,-23.755850683396098,6.342282496044256,consumer
542,csmi_2015,5482,NA,2015,summer,north,nw,manitowoc,46,NA,pom,POM,pom,pom,NA,NA,0.233754630916975,-26.557525049506914,-26.557525049506914,8.038281345523384,b1
543,csmi_2015,5486,NA,2015,summer,north,nw,manitowoc,46,NA,pom,POM,pom,pom,NA,NA,0.3608611826156787,-29.027662628750388,-29.027662628750388,7.499831186936311,b1
544,csmi_2015,5488,NA,2015,summer,north,nw,manitowoc,46,NA,pom,POM,pom,pom,NA,NA,0.6752118685367309,-25.557758259682252,-25.557758259682252,7.973168194542723,b1
545,csmi_2015,cmu-3-smsl-2-4,NA,2015,summer,north,nw,manitowoc,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,70.66401307911902,4.236807910417196,12.456800000000001,-25.128800000000002,-23.97564022674785,4.2548494129657985,consumer
546,csmi_2015,3-smsl-2-5,NA,2015,summer,north,nw,manitowoc,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,62.19914305492022,2.863637967585721,11.104706649168971,-23.169023765921757,-22.23982022609875,4.083796664019062,consumer
547,csmi_2015,3-smsl-2-6,NA,2015,summer,north,nw,manitowoc,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin lg,31.01723539273341,0.33823728056005564,11.278474492910485,-23.29811501808549,-22.16278850353002,4.240705433746426,consumer
548,csmi_2015,cmu-3-smss-2-4,NA,2015,summer,north,nw,manitowoc,46,NA,fishes,Cottus cognatus,slimy sculpin,slimy sculpin sm,36.8052667713461,0.5719309614247732,12.864857142857144,-24.12657142857143,-22.63836484052751,4.539293248945147,consumer
549,csmi_2015,153-5486,NA,2015,summer,north,nw,manitowoc,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,6.1010180647667855,-33.26899896722702,-28.960845005645854,13.284159262130753,consumer
550,csmi_2015,153-5060,NA,2015,summer,north,nw,manitowoc,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,9.521952714160296,-30.169309076610805,-28.621187822262264,5.568323902248996,consumer
551,csmi_2015,153-5482,NA,2015,summer,north,nw,manitowoc,46,NA,zooplankton,Zooplankton153,zooplankton153,zooplankton153,NA,1e-6,4.716878506447593,-28.597505007227117,-26.307198396898062,6.599008310251729,consumer
